0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
119;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
137;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
119;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
137;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
119;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
137;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
119;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
20;Aria;0
44;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
137;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
119;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
20;Aria;0
44;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
137;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
429;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
137;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
119;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
137;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
429;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
20;Aria;0
137;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
119;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
137;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
119;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
20;Aria;0
44;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
137;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
119;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
137;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
119;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
137;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
119;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
137;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
119;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
117;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
28;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
119;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
137;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
40;Aria;0
119;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
116;Aria;0
44;Aria;0
20;Aria;0
20;Aria;0
625;Aria;0
103;Aria;0
20;Aria;0
44;Aria;0
20;Aria;0
640;Aria;0
25;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
40;Aria;0
28;Aria;0
20;Aria;0
49;Aria;0
137;Aria;0
20;Aria;0
20;Aria;0
68;Aria;0
20;Aria;0
745;Aria;0
20;Aria;0
20;Aria;0
20;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
308;Aria;0
0;Aria;0
0;Aria;0
0;Aria;0
0;D-LinkCam;1
308;D-LinkCam;1
310;D-LinkCam;1
381;D-LinkCam;1
0;D-LinkCam;1
187;D-LinkCam;1
187;D-LinkCam;1
16;D-LinkCam;1
24;D-LinkCam;1
24;D-LinkCam;1
24;D-LinkCam;1
127;D-LinkCam;1
135;D-LinkCam;1
135;D-LinkCam;1
127;D-LinkCam;1
135;D-LinkCam;1
135;D-LinkCam;1
0;D-LinkCam;1
0;D-LinkCam;1
40;D-LinkCam;1
36;D-LinkCam;1
127;D-LinkCam;1
135;D-LinkCam;1
135;D-LinkCam;1
377;D-LinkCam;1
187;D-LinkCam;1
158;D-LinkCam;1
145;D-LinkCam;1
204;D-LinkCam;1
206;D-LinkCam;1
145;D-LinkCam;1
158;D-LinkCam;1
145;D-LinkCam;1
204;D-LinkCam;1
206;D-LinkCam;1
145;D-LinkCam;1
